,Parent Company,Child Company,Child Description,split
930,Y Combinator,GetAccept,"Our funding stage is Series A. GetAccept is an all-in-one sales enablement solution that assists B2B sales reps in closing remote deals. Located in San Francisco, California, United States, North America. Involved in the following industries: Direct Sales, Document Management, E-Signature, Enterprise Software, SaaS, Sales, Sales Automation Our current investors include BootstrapLabs, DN Capital, Peter Sterky, Y Combinator. Funding amount (USD) so far is 7000000.0.",0.7640641857810357
931,Y Combinator,Dataform,"Our funding stage is Seed. Dataform manages data pipelines in data warehouse. Located in London, England, United Kingdom, Europe. Involved in the following industries: Big Data, Developer Platform, Software Our current investors include LocalGlobe, Tribe Capital, Y Combinator. Funding amount (USD) so far is 2000000.0.",0.19678759104822136
932,Y Combinator,54gene,"Our funding stage is Seed. 54gene is a healthcare startup that offers a genetics testing platform. Located in Washington, District of Columbia, United States, North America. Involved in the following industries: Biotechnology, Genetics, Health Care, Life Science Our current investors include Aera VC, Better Ventures, Erik Peterson, Fifty Years, Gabriel Jarrosson, Hack VC, KdT Ventures, Microtraction, Pioneer Fund, Techammer, Y Combinator. Funding amount (USD) so far is 4500000.0.",0.47226437712647035
933,Y Combinator,Tara AI,"Our funding stage is Series A. Tara AI is the smart Jira alternative, designed to help modern teams plan and deliver on their product development. Located in San Jose, California, United States, North America. Involved in the following industries: Artificial Intelligence, Developer Tools, Enterprise Software, Information Technology, Machine Learning, SaaS, Software, Software Engineering Our current investors include AAF Management Ltd., Alumni Ventures Group, Aspect Ventures, Dubai Angel Investors, Moment Ventures, Slack Fund, Y Combinator. Funding amount (USD) so far is 10000000.0.",-1.6103296758614305
935,Y Combinator,Bus.com,"Our funding stage is Series B. Bus.com is a bus rental platform that allows its clients to plan and book group transportation online. Located in Montréal, Quebec, Canada, North America. Involved in the following industries: Apps, Car Sharing, Transportation, Travel Our current investors include Autotech Ventures, BDC Venture Capital, BMW i Ventures, Cycle Capital, Jackson Square Ventures, Real Ventures, Y Combinator. Funding amount (USD) so far is 14967979.0.",-0.8681126733622184
937,Y Combinator,Breadfast,"Our funding stage is Series A. Breadfast delivers fresh bread and breakfast items to customers' doorsteps every morning Located in Cairo, Al Qahirah, Egypt, Africa. Involved in the following industries: Bakery, Delivery Service, Food and Beverage, Food Delivery, Logistics Our current investors include 500 Startups, Ahmed El Sewedy, Y Combinator. Funding amount (USD) so far is 2000000.0.",-0.9200718459388886
939,Y Combinator,Nowports,"Our funding stage is Seed. Nowports is a digital freight forwarder that helps companies improve import process. Located in Monterrey, Nuevo Leon, Mexico, North America. Involved in the following industries: Air Transportation, Artificial Intelligence, Logistics, Marine Transportation, Transportation Our current investors include Base10 Partners, Broadhaven Capital Partners, Monashees, Partech, Paul Buchheit, Sean Behr, Soma Capital, Tekton Ventures, Y Combinator. Funding amount (USD) so far is 8450000.0.",-0.13214201002428133
940,Y Combinator,Latchel,"Our funding stage is Seed. Latchel helps property managers with maintenance and work orders improving the experience with vendors. Located in Seattle, Washington, United States, North America. Involved in the following industries: Building Maintenance, Property Management, Real Estate, Rental Property Our current investors include Y Combinator. Funding amount (USD) so far is 2300000.0.",-1.8025455370702537
941,Y Combinator,Bitrise,"Our funding stage is Series B. Bitrise is a platform for mobile app development, enabling tens of thousands of developers to automate integration, testing, and deployment Located in Budapest, Budapest, Hungary, Europe. Involved in the following industries: Android, Apps, Developer Platform, Developer Tools, iOS, Mobile Apps, PaaS Our current investors include Fiedler Capital, Oktogon Ventures, OpenOcean, Partech, Y Combinator, Zobito. Funding amount (USD) so far is 20000000.0.",2.0965260689897325
942,Y Combinator,Mattermost,"Our funding stage is Series B. Mattermost provides enterprise-grade messaging solutions for organizations on an open-source platform. Located in Palo Alto, California, United States, North America. Involved in the following industries: File Sharing, Information Services, Information Technology, Messaging, SaaS, Software Our current investors include Battery Ventures, Redpoint, S28 Capital, Y Combinator. Funding amount (USD) so far is 50000000.0.",-0.5663436098824913
943,Y Combinator,Razorpay,"Our funding stage is Series C. Razorpay is a platform that enables businesses to accept, process, and disburse payments. Located in Bangalore, Karnataka, India, Asia. Involved in the following industries: Financial Services, FinTech, Payments, Software Our current investors include Ribbit Capital, Sequoia Capital India, Tiger Global Management, Y Combinator. Funding amount (USD) so far is 75000000.0.",0.3577486280009454
944,Y Combinator,SPATE,"Our funding stage is Seed. Trends prediction for marketers Located in New York, New York, United States, North America. Involved in the following industries: Artificial Intelligence, Beauty, Fashion, Food and Beverage, Machine Learning, Predictive Analytics Our current investors include Avrhm Capital, Initialized Capital, Kima Ventures, Lightspeed Venture Partners, Y Combinator. Funding amount (USD) so far is 1800000.0.",0.7010451766529714
945,Y Combinator,Soomgo,"Our funding stage is Series B. Soomgo is a local service marketplace that helps service providers such as movers, piano teachers and event planners find new customers. Located in Seoul, Seoul-t'ukpyolsi, South Korea, Asia. Involved in the following industries: Marketplace, Professional Services, Service Industry Our current investors include Atinum Investment, Devsisters Ventures, ID Ventures, IMM, Strong Ventures, TBT, Y Combinator. Funding amount (USD) so far is 12500000.0.",0.2810302619468216
946,Y Combinator,Tenderd,"Our funding stage is Seed. Tenderd helps contractors procure and manage quality construction machinery as and when they need it. Located in Dubai, Dubai, United Arab Emirates, Asia. Involved in the following industries: Construction, Machinery Manufacturing Our current investors include ACE & Company, BECO Capital, Dynamo, Global Founders Capital, Justin Mateen, Matt Mickiewicz, Paul Buchheit, Paul Graham, Peter Thiel, Soma Capital, VentureSouq, Y Combinator. Funding amount (USD) so far is 5800000.0.",0.2777895712224185
947,Y Combinator,Brex,"Our funding stage is Series C. Brex is the financial OS for growing companies, with credit cards, cash management, and controls in a single account. Located in San Francisco, California, United States, North America. Involved in the following industries: Accounting, Banking, Credit Cards, Finance, Financial Services, FinTech, Life Science Our current investors include DST Global, Greenoaks Capital, Human Capital, IVP, Kleiner Perkins, Ribbit Capital, Sriram Krishnan, Y Combinator. Funding amount (USD) so far is 100000000.0.",-0.9576678729849515
